,spacegroup,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev
1981,167,0.8333,0.1667,0.0,4.8534,4.8532,13.2099,89.9864,90.0145,120.0016,0.0294,4.8783
683,194,0.4062,0.1562,0.4375,6.5757,6.5753,24.3557,90.0147,90.0079,119.9929,0.3874,1.226
922,227,0.0,0.1875,0.8125,10.4769,6.2113,15.18,96.8855,98.1698,32.4984,0.2816,0.5259
1333,33,0.375,0.0625,0.5625,10.6931,9.1229,9.7501,90.0023,89.9994,90.0005,0.2826,1.4601
1067,194,0.1875,0.7188,0.0938,6.3919,6.3919,24.0782,90.0072,90.0038,119.9953,0.273,1.2563
1587,227,0.625,0.0,0.375,6.0205,6.0205,14.6621,90.0029,89.9917,119.9982,0.3907,1.0602
539,206,0.375,0.625,0.0,9.2466,9.2463,9.246,90.0049,90.0047,89.995,0.0884,3.1271
1034,206,0.1875,0.0,0.8125,10.0455,10.0454,10.0457,90.0006,90.0008,89.9993,0.1292,0.9216
162,206,0.25,0.7188,0.0312,9.3266,9.3264,9.3261,90.0052,90.0048,89.9943,0.1194,2.6134
2350,206,0.7812,0.0,0.2188,9.2703,9.2696,9.27,90.0017,90.0027,89.9993,0.2394,3.1925
1580,12,0.3438,0.375,0.2812,24.4901,6.2287,6.0949,89.9998,104.5639,90.0001,0.1416,1.9734
124,206,0.375,0.375,0.25,9.4682,9.4679,9.4679,90.0031,90.0033,89.9967,0.2077,2.3018
20,33,0.0,0.375,0.625,10.9377,9.3249,9.9463,89.9988,89.99799999999999,90.0,0.0918,1.1365
394,12,0.2188,0.0,0.7812,24.4881,6.5441,6.6348,90.0001,105.7537,90.0,0.2804,0.9055
1569,227,0.0,0.25,0.75,10.9414,6.3259,15.3675,96.7533,97.7942,30.1386,0.3366,0.1829
779,12,0.25,0.2812,0.4688,24.5381,6.3603,6.3066,90.0,105.0163,90.0001,0.2655,1.3542
296,206,0.0,0.5938,0.4062,9.7639,9.7639,9.7636,90.0036,90.0031,89.9953,0.1349,1.3917
848,206,0.0,0.5625,0.4375,9.7916,9.7916,9.7914,90.0034,90.00299999999999,89.9955,0.1467,1.3185
2360,167,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0686,3.4592
1344,227,0.0625,0.8125,0.125,10.2609,5.9447,14.6531,90.9453,91.1,30.3401,0.2661,1.1602
1494,33,0.7188,0.1875,0.0938,10.0124,8.5926,9.2212,90.0039,90.0021,90.0012,0.1386,3.2908
336,194,0.4062,0.25,0.3438,6.5063,6.506,24.2351,90.0137,90.0068,119.9942,0.4023,1.2391
25,33,0.875,0.0,0.125,4.987,8.5565,9.1881,90.0055,90.0021,90.001,0.1783,3.3353
2381,227,0.4375,0.1875,0.375,10.3597,5.9974,14.6133,87.3948,86.9942,30.2741,0.3707,0.5266
727,167,0.0,0.625,0.375,10.5083,5.2536,14.0461,90.0003,89.9997,120.0003,0.1466,1.5327
265,227,0.8125,0.0,0.1875,10.0053,5.7928,14.2566,90.7304,90.8457,30.2783,0.3349,2.0738
751,206,0.0,0.25,0.75,10.0687,10.0687,10.0687,90.0016,90.0015,89.9977,0.0825,1.035
851,194,0.875,0.0312,0.0938,6.1794,6.178999999999999,23.5615,90.009,90.0075,120.0035,0.2295,3.4313
1124,12,0.0,0.5,0.5,24.7897,6.4489,6.3896,90.0003,105.0105,90.0,0.0453,1.2788
253,12,0.625,0.375,0.0,12.1361,2.9957,5.7492,89.9994,103.8806,90.0002,0.057,3.3501
1565,194,0.3438,0.0938,0.5625,6.6879,6.6874,24.5637,90.016,90.0059,119.9907,0.397,0.9518
2377,167,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.042,4.2124
277,33,0.125,0.2188,0.6562,10.9139,9.3013,9.9251,90.0001,89.9982,90.0002,0.2115,1.0487
2303,194,0.5312,0.375,0.0938,6.2822,6.282,23.8196,90.0166,90.0022,119.9995,0.2218,2.7135
1149,33,0.9375,0.0625,0.0,4.9031,8.4267,9.0582,90.0055,90.0024,90.0013,0.0408,4.433
604,167,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0686,3.4586
1390,206,0.5625,0.1875,0.25,9.3896,9.3892,9.3894,90.0024,90.00299999999999,89.99799999999999,0.2287,2.5801
1261,194,0.4062,0.2188,0.375,6.5294,6.5291,24.2753,90.0139,90.0072,119.9937,0.3065,1.1918
704,33,0.7188,0.125,0.1562,10.0817,8.645,9.2743,90.0041,90.0019,90.001,0.1761,2.8878
1456,194,0.25,0.4688,0.2812,6.5099,6.5097,24.2723,90.0089,90.0037,119.9933,0.3292,1.3108
457,167,0.3333,0.6667,0.0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,0.0647,3.2712
2228,12,0.0,0.5,0.5,24.7897,6.4489,6.3896,90.0003,105.0105,90.0,0.0465,1.3035
1477,33,0.6875,0.2188,0.0938,10.027000000000001,8.605,9.2332,90.0036,90.0021,90.0012,0.1259,3.2082
2077,167,0.8333,0.1667,0.0,4.8534,4.8532,13.2099,89.9864,90.0145,120.0016,0.0259,4.8328
1883,206,0.5312,0.3125,0.1562,9.3196,9.3192,9.3192,90.0032,90.0035,89.9971,0.1912,2.7613
1705,194,0.5625,0.4375,0.0,6.2031,6.202999999999999,23.6756,90.0189,89.9981,120.0017,0.2303,2.8447
937,227,0.125,0.5625,0.3125,10.0532,5.9202,14.7504,96.2392,97.3545,31.8847,0.2804,0.6576
1293,206,0.0,0.8125,0.1875,9.5699,9.5699,9.5695,90.005,90.0043,89.9938,0.1264,1.786
1371,12,0.625,0.0,0.375,12.0865,3.1006,6.1339999999999995,89.9995,104.9066,90.0002,0.257,1.9608
645,227,0.375,0.1875,0.4375,6.1411,6.1403,14.440999999999999,90.0156,90.0046,120.0017,0.386,0.2331
1083,167,0.0,0.1667,0.8333,5.4918,5.4913,14.56,89.9984,89.9993,120.001,0.1168,1.0571
621,206,0.6562,0.0,0.3438,9.4335,9.433,9.4333,90.0014,90.0023,89.9993,0.2689,2.388
2152,194,0.0,0.0,1.0,3.5611,3.5607,12.6931,90.0205,89.9777,119.9839,0.2043,0.589
73,167,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0442,4.2309
273,227,0.8125,0.0,0.1875,5.8832,5.8822,14.3385,90.0907,88.8021,120.0535,0.3874,1.9715
1322,167,0.0833,0.75,0.1667,5.1255,5.125,13.7709,89.9993,90.0015,120.0002,0.1289,2.1762
731,33,0.4688,0.3438,0.1875,10.2333,8.7709,9.3962,90.0019,90.0015,90.001,0.172,2.333
1355,227,0.25,0.75,0.0,10.093,5.8432,14.1094,90.7464,90.8646,30.2713,0.1212,1.9139
1780,167,0.5,0.1667,0.3333,5.1087,5.1084,13.7499,89.9929,90.0076,120.0013,0.3184,2.4325
2391,227,0.0,0.625,0.375,10.5393,6.108,15.054,91.1292,91.3132,30.3709,0.3002,0.7521
798,33,0.4375,0.0938,0.4688,10.5598,9.0193,9.6467,90.0026,90.0001,90.0005,0.2472,1.6739
936,227,0.1875,0.6875,0.125,10.2078,5.9132,14.5719,90.9032,91.0505,30.329,0.1342,1.7346
2237,167,0.5833,0.4167,0.0,4.9153,4.915,13.3346,89.9909,90.0103,120.0011,0.0685,3.7834
1600,33,0.0,0.4375,0.5625,5.4342,9.2724,9.8933,89.9986,89.9985,90.0001,0.1663,1.1371
669,206,0.4062,0.5938,0.0,9.2335,9.2331,9.2329,90.0048,90.0047,89.9952,0.1074,3.0686
1715,227,0.875,0.0,0.125,5.8004,5.8001,13.9365,90.0048,89.9942,119.9996,0.3976,1.5434
1420,12,0.9375,0.0625,0.0,23.9475,5.9024,5.6853,89.999,103.9942,90.0003,0.0228,4.0616
1955,206,0.6562,0.3438,0.0,9.1287,9.1282,9.1282,90.0038,90.0042,89.9969,0.1066,3.7308
925,206,0.0938,0.0,0.9062,10.1679,10.1679,10.1682,90.0005,90.0006,89.9993,0.0727,1.0376
280,194,0.6875,0.3125,0.0,6.165,6.1648,23.5817,90.0177,89.9981,120.0032,0.2506,3.0935
357,194,0.2188,0.5,0.2812,6.52,6.5198,24.2958,90.0076,90.0035,119.993,0.4021,1.2398
824,167,0.5,0.0,0.5,5.1951,5.1948,13.9368,89.9928,90.0071,120.0015,0.2262,2.3232
1006,167,0.0,0.4167,0.5833,10.7244,5.3617,14.2797,89.9996,89.9994,120.0006,0.1582,1.228
1787,194,0.0,0.1875,0.8125,6.9838,6.9832,25.1446,90.0102,89.9856,119.9852,0.1251,0.8648
2172,12,0.4688,0.2812,0.25,24.3685,6.1757,6.0374,89.9997,104.5239,90.0001,0.1501,2.0029
2177,194,0.5312,0.4688,0.0,6.2128,6.2127,23.6991,90.0189,89.9983,120.0013,0.2435,2.7639
1543,167,0.6667,0.0833,0.25,10.0485,5.024,13.5733,89.9901,90.0106,120.0015,0.2142,3.0933
2073,194,0.375,0.4375,0.1875,6.4006,6.4004,24.0576,90.0131,90.0039,119.9961,0.23399999999999999,2.0953
1918,33,0.5938,0.1875,0.2188,10.2095,8.7473,9.375,90.0032,90.0015,90.0009,0.2116,2.5202
109,206,0.5,0.0,0.5,9.6375,9.6371,9.6374,90.001,90.0018,89.9993,0.2573,2.0056
1608,227,0.9375,0.0625,0.0,9.7701,5.6466,13.7808,91.4195,91.4876,30.1754,0.1136,3.5717
2019,227,0.8125,0.1875,0.0,9.839,5.6764,13.8993,92.1548,92.0238,30.1576,0.1435,3.2116
691,206,0.5312,0.25,0.2188,9.375,9.3746,9.3747,90.0027,90.0032,89.9976,0.2213,2.6114
243,167,0.25,0.75,0.0,4.9979,4.9974,13.5009,89.9966,90.0048,120.0003,0.0723,3.0501
1983,194,0.25,0.5,0.25,3.2434,3.2433,12.1161,90.0088,90.0037,119.9938,0.6572,0.4819
574,12,0.4062,0.4375,0.1562,24.4582,6.141,5.954,89.9997,104.2464,90.0002,0.1105,1.9401
2373,227,0.625,0.25,0.125,10.0448,5.8136,14.0986,89.4946,89.4201,30.2453,0.3018,1.9323
470,12,0.0625,0.5,0.4375,24.7412,6.3961,6.3127,90.0002,104.8741,90.0001,0.0936,1.3454
8,206,0.5312,0.2188,0.25,9.4027,9.4023,9.4025,90.0025,90.00299999999999,89.9978,0.2193,2.6257
98,33,0.0,0.0625,0.9375,5.6422,9.5871,10.2114,89.9997,89.9958,90.0002,0.1604,0.7631
2137,194,0.8125,0.1875,0.0,6.1279,6.1276,23.4879,90.0142,89.999,120.0047,0.2291,3.4234
1264,227,0.1875,0.5,0.3125,6.1062,6.1038,14.9709,90.0372,88.1656,120.0158,0.3907,0.5706
1757,194,0.0,0.0312,0.9688,7.0991,7.0984,25.346,90.0186,89.9791,119.9841,0.1926,0.6486
1095,194,0.1875,0.2812,0.5312,6.7148,6.7144,24.6411,90.0098,90.0005,119.9896,0.3425,0.665
1302,227,0.625,0.125,0.25,5.9632,5.9618,14.5611,90.0737,88.4597,120.0434,0.3347,1.8863
803,206,0.0938,0.9062,0.0,9.3644,9.3643,9.3638,90.006,90.0052,89.9931,0.0879,2.4289
2288,227,0.0625,0.875,0.0625,10.2329,5.9254,14.3134,90.2419,90.2832,30.2915,0.1426,0.8407
1309,12,0.3438,0.2188,0.4375,24.4489,6.3161,6.2554,89.9999,104.9693,90.0001,0.2152,1.2708
2234,33,0.0938,0.125,0.7812,11.0672,9.4186,10.0431,90.0002,89.9972,90.0002,0.2717,0.929
1513,227,0.0,0.1875,0.8125,6.4848,6.4838,15.0894,90.0149,90.0105,120.0007,0.3025,0.34700000000000003
392,33,0.9062,0.0938,0.0,9.8208,8.4391,9.0702,90.0052,90.0024,90.0014,0.0467,4.4229
2102,206,0.9688,0.0312,0.0,8.9978,8.997,8.9973,90.0025,90.0037,89.9992,0.0773,4.9354
483,33,0.4688,0.4688,0.0625,10.0946,8.666,9.2902,90.0014,90.00200000000001,90.0015,0.09699999999999999,2.8337
1523,33,0.4375,0.0,0.5625,5.3319,9.097999999999999,9.7263,90.0029,89.9996,90.0005,0.2965,1.6707
13,206,0.125,0.875,0.0,9.3513,9.3512,9.3507,90.0059,90.0051,89.9933,0.078,2.5371
39,194,0.0938,0.4688,0.4375,6.6763,6.676,24.590999999999998,90.0029,90.0,119.9897,0.2545,0.927
1898,12,0.5,0.3438,0.1562,24.3607,6.1143,5.9348,89.9996,104.2795,90.0002,0.1776,2.1641
909,167,0.0,0.3333,0.6667,5.4054,5.4049,14.3731,89.9992,89.9993,120.0008,0.1389,1.2044
2316,206,0.0938,0.0,0.9062,10.1679,10.1679,10.1682,90.0005,90.0006,89.9993,0.0626,1.0802
1854,33,0.7812,0.0625,0.1562,10.0525,8.6201,9.2504,90.0047,90.0019,90.001,0.1767,3.1875
1010,12,0.25,0.2812,0.4688,24.5381,6.3603,6.3066,90.0,105.0163,90.0001,0.2805,1.1634
211,12,0.4062,0.3125,0.2812,24.4252,6.2109,6.0822,89.9997,104.5856,90.0001,0.1768,2.0724
1080,167,0.4167,0.1667,0.4167,5.1726,5.1722,13.8849,89.9941,90.006,120.0012,0.2448,2.2734
1127,33,0.8438,0.0312,0.125,9.9886,8.5689,9.2001,90.0052,90.0021,90.0011,0.1402,3.3418
2366,167,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0532,4.1911
1928,33,0.6875,0.3125,0.0,4.9615,8.5264,9.1536,90.0032,90.0023,90.0016,0.036000000000000004,3.5796
287,227,0.5,0.1875,0.3125,6.0277,6.0259,14.737,90.0623,88.116,120.0356,0.3777,1.4436
1982,206,0.8125,0.0,0.1875,9.2295,9.2288,9.2292,90.0018,90.0029,89.9993,0.2231,3.2816
27,227,0.875,0.125,0.0,9.7899,5.6664,13.9461,90.5713,90.6612,30.2512,0.2237,1.9672
867,33,0.5,0.5,0.0,10.0107,8.6011,9.2252,90.0014,90.0022,90.0018,0.0769,3.1761
1851,33,0.0,0.0,1.0,5.6768,9.6396,10.2645,89.9999,89.9953,90.0003,0.1861,0.7401
71,33,0.625,0.2812,0.0938,10.0562,8.6299,9.257,90.00299999999999,90.00200000000001,90.0013,0.1432,2.9752
670,227,0.9375,0.0625,0.0,5.7061,5.7056,13.619000000000002,90.0106,90.0012,120.0035,0.1349,2.1113
518,33,0.375,0.0938,0.5312,10.6584,9.0967,9.7236,90.0022,89.9996,90.0005,0.2872,1.4478
1380,33,0.8438,0.0312,0.125,9.9886,8.5689,9.2001,90.0052,90.0021,90.0011,0.1604,3.4146
1447,167,0.6667,0.3333,0.0,9.7894,4.8944,13.293,89.9894,90.0117,120.0012,0.0476,4.1773
1472,33,0.6562,0.3125,0.0312,9.9723,8.565,9.1921,90.00299999999999,90.0022,90.0015,0.0838,3.4463
352,12,0.625,0.0,0.375,24.1731,6.2012,6.1339999999999995,89.9995,104.9066,90.0002,0.3264,1.4741
1500,167,0.0833,0.5833,0.3333,5.2119,5.2114,13.9578,89.9992,90.001,120.0004,0.1972,1.7816
2297,167,0.6667,0.0833,0.25,5.0243,5.024,13.5733,89.9901,90.0106,120.0015,0.2003,3.1384
131,206,0.4062,0.0938,0.5,9.6768,9.6764,9.6767,90.0014,90.0019,89.9986,0.2402,1.6618
2133,12,0.75,0.125,0.125,12.0546,3.0129,5.8517,89.9993,104.2817,90.0002,0.1133,3.1525
28,12,0.0938,0.5,0.4062,24.717,6.3698,6.2742,90.0001,104.8049,90.0001,0.1898,1.1496
1254,227,0.9375,0.0,0.0625,5.7464,5.7459,13.6943,90.0103,90.0017,120.0033,0.2199,2.1585
441,33,0.0,0.5625,0.4375,5.3649,9.1675,9.7872,89.9981,89.9993,90.0002,0.1134,1.3039
1871,33,0.4375,0.4688,0.0938,10.1439,8.7047,9.3286,90.0012,90.0018,90.0014,0.1364,2.6141
409,33,0.2812,0.0625,0.6562,10.8409,9.238999999999999,9.8654,90.0017,89.9986,90.0004,0.2602,1.3279
1014,206,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,0.0413,0.9271
1830,194,0.25,0.75,0.0,3.1511,3.1512,11.9553,90.012,90.0021,119.9976,0.1549,2.306
2185,167,0.8333,0.1667,0.0,4.8534,4.8532,13.2099,89.9864,90.0145,120.0016,0.0257,4.8753
1113,33,0.5,0.0,0.5,5.2826,9.0207,9.6494,90.0033,90.0001,90.0006,0.2523,1.8869
279,227,0.5,0.375,0.125,10.0995,5.8459,14.1685,89.5385,89.471,30.2565,0.2113,2.2756
2143,167,0.0,0.75,0.25,10.3787,5.1888,13.9059,90.0005,89.9999,120.0001,0.132,1.7767
763,227,0.0,0.0625,0.9375,6.545,6.545,15.7698,89.9971,89.9917,119.9904,0.2415,0.5225
1661,206,0.4375,0.4062,0.1562,9.3589,9.3586,9.3585,90.0035,90.0037,89.9965,0.1894,2.6299
2049,206,0.5625,0.2188,0.2188,9.3619,9.3615,9.3616,90.0026,90.0031,89.9978,0.231,2.605
866,12,0.5938,0.4062,0.0,24.3046,6.0002,5.7556,89.9994,103.8693,90.0002,0.0414,3.0176
2096,167,0.3333,0.6667,0.0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,0.0715,3.2734
1537,12,0.125,0.5,0.375,24.6928,6.3434,6.2358,90.0001,104.735,90.0001,0.171,1.436
80,33,0.5,0.1562,0.3438,10.392000000000001,8.8895,9.5168,90.0028,90.0008,90.0007,0.2614,2.0137
1200,206,0.4688,0.3125,0.2188,9.4012,9.4008,9.4009,90.00299999999999,90.0033,89.9971,0.2002,2.4279
150,12,0.5,0.0,0.5,12.135,3.1533,6.287999999999999,89.9997,105.179,90.0001,0.3689,1.5878
1106,33,0.6875,0.0625,0.25,10.2003,8.7361,9.3657,90.0042,90.0015,90.0009,0.2473,2.6303
153,167,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,0.0995,4.3239
1924,194,0.3125,0.25,0.4375,6.6053,6.605,24.4263,90.0125,90.0049,119.9919,0.3785,0.8826
856,33,0.2812,0.125,0.5938,10.7715,9.1865,9.8124,90.0015,89.999,90.0004,0.2324,1.5045
1301,194,0.375,0.25,0.375,6.5393,6.5389,24.2988,90.0133,90.0064,119.9934,0.2788,1.5425
2230,12,0.3125,0.4375,0.25,24.5308,6.2201,6.0692,89.9998,104.4695,90.0001,0.1013,1.9792
1945,33,0.4062,0.2812,0.3125,10.4011,8.9007,9.5261,90.0017,90.0008,90.0007,0.2022,2.1454
721,227,0.5625,0.125,0.3125,10.2374,5.9295,14.5988,90.9038,91.0482,30.3148,0.4734,1.1483
1817,206,0.0,0.625,0.375,9.7361,9.7362,9.7359,90.0038,90.0033,89.9951,0.1432,1.4149
1482,206,0.625,0.1562,0.2188,9.3357,9.3352,9.3355,90.0023,90.00299999999999,89.9982,0.2267,2.8211
2218,194,0.7812,0.0938,0.125,6.2299,6.2296,23.671999999999997,90.0122,90.0074,120.0018,0.3426,2.5349
1343,33,0.9062,0.0312,0.0625,9.8901,8.4916,9.1232,90.0055,90.0023,90.0012,0.1159,3.8397
513,194,0.3125,0.2812,0.4062,6.5822,6.5819,24.3861,90.012,90.0049,119.9923,0.3119,0.8434
713,227,0.0,0.3125,0.6875,6.3524,6.3524,15.6071,89.9991,89.9945,120.0011,0.3168,0.4905
531,167,0.3333,0.25,0.4167,5.1932,5.1928,13.9265,89.9954,90.0047,120.0011,0.1741,2.1593
1054,12,0.0,0.0,1.0,12.3289,3.3644,6.9048,90.0004,106.1682,90.0,0.2112,0.7501
1626,33,0.3125,0.0625,0.625,10.7916,9.2003,9.827,90.0019,89.9989,90.0004,0.2661,1.3346
2092,194,0.0,0.1562,0.8438,7.0069,7.0063,25.1849,90.0117,89.9843,119.985,0.159,0.7291
1208,33,0.4062,0.125,0.4688,10.5745,9.0318,9.6587,90.0023,90.0,90.0005,0.2797,1.4658
1835,206,0.4062,0.5938,0.0,9.2335,9.2331,9.2329,90.0048,90.0047,89.9952,0.0896,3.1987
963,206,0.6562,0.3438,0.0,9.1287,9.1282,9.1282,90.0038,90.0042,89.9969,0.1028,3.7566
1422,227,0.4375,0.125,0.4375,10.4397,6.0089999999999995,14.8778,96.6703,95.833,30.2733,0.3254,1.6705
1796,167,0.3333,0.6667,0.0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,0.0774,3.2055
622,206,0.0,0.625,0.375,9.7361,9.7362,9.7359,90.0038,90.0033,89.9951,0.1442,1.4197
863,206,0.4688,0.3438,0.1875,9.3735,9.3731,9.3732,90.0032,90.0035,89.9969,0.2033,2.5347
1356,194,0.2812,0.2812,0.4375,6.6153,6.615,24.4498,90.0115,90.0041,119.9916,0.2783,1.2194
2171,194,0.8125,0.0938,0.0938,6.1975,6.1972,23.6084,90.0117,90.006,120.0028,0.2669,3.1618
262,206,0.3438,0.6562,0.0,9.2597,9.2594,9.2591,90.005,90.0048,89.9948,0.1016,2.9164
2258,12,0.625,0.0938,0.2812,24.1978,6.1487,6.0376,89.9995,104.6619,90.0002,0.1531,2.3656
433,206,0.0,0.3438,0.6562,9.9855,9.9855,9.9855,90.0022,90.0019,89.99700000000001,0.10400000000000001,1.1345
1793,33,0.0,0.1875,0.8125,5.5728,9.4822,10.1054,89.9994,89.9967,90.0,0.1365,0.8761
1660,194,0.4375,0.4688,0.0938,6.3115,6.3113,23.8901,90.0156,90.00200000000001,119.9984,0.2331,1.444
38,227,0.25,0.4375,0.3125,6.0905,6.0882,14.9241,90.042,88.1559,120.0197,0.366,1.3392
862,194,0.2188,0.25,0.5312,6.7047,6.7043,24.6175,90.0111,90.0015,119.9899,0.2896,1.1253
2233,33,0.6562,0.125,0.2188,10.1803,8.7224,9.3511,90.0038,90.0016,90.0009,0.2171,2.7392
96,206,0.0,0.0,1.0,10.2904,10.2903,10.2907,90.0004,90.0004,89.9994,0.0,0.9166
79,12,0.3125,0.375,0.3125,24.5144,6.2551,6.1334,89.9999,104.6359,90.0001,0.1756,1.6822
33,12,0.5938,0.2188,0.1875,24.2551,6.1051,5.9477,89.9995,104.3985,90.0002,0.1469,2.4457
252,33,0.4062,0.1562,0.4375,10.5398,9.0056,9.6321,90.0022,90.0002,90.0005,0.223,1.8181
383,12,0.4375,0.125,0.4375,24.3514,6.2895,6.2364,89.9997,105.0013,90.0001,0.2187,1.8251
1611,227,0.625,0.0625,0.3125,10.2109,5.9138,14.5582,90.8826,91.0232,30.3092,0.3252,1.5105
1816,33,0.5312,0.3125,0.1562,10.1694,8.7197,9.3458,90.0024,90.0017,90.0011,0.1712,2.6510000000000002
2343,167,0.25,0.4167,0.3333,5.1706,5.1702,13.8746,89.9967,90.0036,120.0008,0.1991,2.1556
831,167,0.75,0.0833,0.1667,4.9604,4.9602,13.4383,89.9886,90.0123,120.0016,0.1553,3.7395
500,206,0.4688,0.5312,0.0,9.2073,9.2069,9.2068,90.0045,90.0046,89.9956,0.1082,3.2642
322,33,0.6562,0.2188,0.125,10.0763,8.6437,9.2716,90.0034,90.0019,90.0012,0.1448,3.0674
1717,227,0.75,0.125,0.125,9.6869,5.6757,14.3848,98.792,100.3198,31.4219,0.1297,2.6232
2296,12,0.125,0.8438,0.0312,24.7835,6.151,5.8836,90.0,103.7938,90.0001,0.0438,2.0726
41,33,0.8125,0.0312,0.1562,10.0379,8.6076,9.2385,90.005,90.00200000000001,90.001,0.1573,3.4388
1439,12,0.4062,0.0,0.5938,24.3427,6.3858,6.4035,89.9998,105.3761,90.0001,0.3263,1.0454
1452,167,0.5,0.25,0.25,5.0655,5.0652,13.6565,89.9928,90.0079,120.0012,0.2202,2.718
1873,194,0.7188,0.1875,0.0938,6.2252,6.2249,23.6787,90.0146,90.0042,120.0017,0.2893,2.9493
2309,33,0.625,0.0,0.375,5.1841,8.8659,9.4956,90.0041,90.0009,90.0007,0.2098,2.3821
1559,12,0.2188,0.7812,0.0,24.6943,6.1068,5.8324,89.9999,103.7358,90.0001,0.0171,2.3818
495,167,0.3333,0.4167,0.25,5.1068,5.1064,13.7396,89.9955,90.0052,120.0008,0.1626,2.5352
12,33,0.8125,0.1875,0.0,4.9323,8.4765,9.1059,90.0044,90.0024,90.0015,0.0535,3.9039
1633,33,0.1875,0.125,0.6875,10.9194,9.3026,9.9277,90.0009,89.9982,90.0003,0.2327,0.9877
617,167,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0684,3.4819
1935,194,0.3125,0.125,0.5625,6.6978,6.6973,24.5872,90.0151,90.0046,119.9904,0.4808,0.7638
1627,167,0.0833,0.3333,0.5833,5.3415,5.341,14.2381,89.9985,90.0006,120.0008,0.1472,1.4626
1136,227,0.0,0.125,0.875,10.5242,6.244,15.2282,97.0334,98.3515,32.5666,0.2829,0.436
497,33,0.375,0.5,0.125,10.2078,8.7558,9.379,90.0007,90.0016,90.0013,0.1496,2.3682
2164,167,0.0,0.8333,0.1667,5.1462,5.1456,13.8125,90.0006,90.0001,120.0,0.1255,1.9918
714,12,0.0,0.5,0.5,24.7897,6.4489,6.3896,90.0003,105.0105,90.0,0.017,1.265
1996,33,0.4375,0.5625,0.0,10.0399,8.626,9.2491,90.0008,90.0022,90.0018,0.0784,2.9810000000000003
89,194,0.2812,0.5,0.2188,6.4537,6.4535,24.1684,90.0101,90.0038,119.9946,0.2867,1.8095
2159,167,0.25,0.3333,0.4167,5.2138,5.2134,13.9681,89.9966,90.0034,120.0009,0.2246,1.8379
2009,227,0.4375,0.25,0.3125,6.0354,6.0345,14.4453,90.0065,89.9971,119.9991,0.3476,1.5430000000000001
2184,194,0.2188,0.0938,0.6875,6.8202,6.8196,24.8187,90.016,89.9992,119.9882,0.3565,0.6609
164,12,0.4062,0.25,0.3438,24.4087,6.2459,6.1464,89.9998,104.7501,90.0001,0.15,2.001
2277,206,0.4688,0.5312,0.0,9.2073,9.2069,9.2068,90.0045,90.0046,89.9956,0.092,3.3507
462,12,0.4688,0.2812,0.25,24.3685,6.1757,6.0374,89.9997,104.5239,90.0001,0.1379,2.2921
1545,227,0.375,0.625,0.0,10.0809,5.7825,14.3189,94.6468,93.8361,30.105,0.1057,2.1769
1766,227,0.3125,0.0625,0.625,10.6795,6.1454,15.2683,98.2599,97.1958,30.3191,0.3187,0.6802
596,227,0.625,0.1875,0.1875,9.8219,5.7031,14.0841,91.085,91.2584,30.5595,0.2972,1.6776
1567,33,0.625,0.1562,0.2188,10.1949,8.7348,9.3631,90.0035,90.0016,90.0009,0.1829,2.6782
1158,206,0.1875,0.0,0.8125,10.0455,10.0454,10.0457,90.0006,90.0008,89.9993,0.1191,1.3002
2145,227,0.3125,0.375,0.3125,10.3436,5.9924,14.761,90.9873,91.1468,30.3373,0.3012,0.8748
1294,12,0.375,0.375,0.25,12.2329,3.1012,6.0565,89.9998,104.4912,90.0001,0.1177,2.2708
234,194,0.1875,0.1562,0.6562,6.8071,6.8066,24.802,90.0136,89.9984,119.9883,0.2922,0.8037
1038,167,0.0,1.0,0.0,5.0598,5.0592,13.6256,90.0006,90.0007,119.9998,0.0725,2.3967
1815,167,0.1667,0.4167,0.4167,5.2345,5.234,14.0096,89.9978,90.0022,120.0007,0.1882,1.796
482,167,0.0,0.6667,0.3333,5.2326,5.232,13.9994,90.0004,89.9997,120.0003,0.1412,1.6933
1762,167,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0622,3.5276
24,167,0.75,0.1667,0.0833,4.9172,4.917,13.3449,89.9883,90.0127,120.0015,0.0916,4.0371
